SampleID,Numeric ID,Enrichment,Temperature,Substrate,Replicate,Time_Point,Date,Time,Minutes,Hours,Absorbance,TPA_Absorbance,Biomass_g_L
Emma2_40_Mix_R3_T2,6,Emma2,40,"Mix (10 TPA, 12.5 Pyro)",R3,T2,5/10/21,15:50,4430,73.8,1.17961,,
Blank_40_Mix_R1_T2,7,Blank,40,"Mix (10 TPA, 12.5 Pyro)",R1,T2,5/10/21,15:50,4430,73.8,0.135793,,
Blank_40_Mix_R2_T2,8,Blank,40,"Mix (10 TPA, 12.5 Pyro)",R2,T2,5/10/21,15:50,4430,73.8,0.106789,,
Laura2_45_Mix_R1_T2,11,Laura2,45,"Mix (10 TPA, 12.5 Pyro)",R1,T2,5/10/21,15:50,4430,73.8,0.39119,,
Laura2_45_Mix_R2_T2,12,Laura2,45,"Mix (10 TPA, 12.5 Pyro)",R2,T2,5/10/21,15:50,4430,73.8,0.41101,,
Laura2_45_Mix_R3_T2,13,Laura2,45,"Mix (10 TPA, 12.5 Pyro)",R3,T2,5/10/21,15:50,4430,73.8,0.24814,,
Emma2_45_Mix_R1_T2,14,Emma2,45,"Mix (10 TPA, 12.5 Pyro)",R1,T2,5/10/21,15:50,4430,73.8,0.355491,,
Emma2_45_Mix_R2_T2,15,Emma2,45,"Mix (10 TPA, 12.5 Pyro)",R2,T2,5/10/21,15:50,4430,73.8,0.456477,,
Emma2_45_Mix_R3_T2,16,Emma2,45,"Mix (10 TPA, 12.5 Pyro)",R3,T2,5/10/21,15:50,4430,73.8,0.881821,,
Blank_45_Mix_R1_T2,9,Blank,45,"Mix (10 TPA, 12.5 Pyro)",R1,T2,5/10/21,15:50,4430,73.8,0.116565,,
Blank_45_Mix_R2_T2,10,Blank,45,"Mix (10 TPA, 12.5 Pyro)",R2,T2,5/10/21,15:50,4430,73.8,0.167437,,
