SampleID,Numeric ID,Enrichment,Temperature,Substrate,Replicate,Time_Point,Date,Time,Minutes,Hours,Absorbance,TPA_Absorbance,Biomass_g_L
Laura1,,Laura1,25,TPA,,,,,,,1.423695,,
Laura2,,Laura2,25,TPA,,,,,,,1.557424,,
Emma2,,Emma2,25,TPA,,,,,,,0.5134,,
Laura1_30_TPA_R1_T1,1,Laura1,30,TPA,R1,T1,5/3/21,15:30,0,0,0.288841,,
Laura1_30_Pyrolysis_R1_T1,13,Laura1,30,Pyrolysis,R1,T1,5/3/21,15:30,0,0,0.287991,,
Laura1_30_Mix_R1_T1,25,Laura1,30,Mix,R1,T1,5/3/21,15:30,0,0,0.261362,,
Laura1_37_TPA_R1_T1,37,Laura1,37,TPA,R1,T1,5/3/21,15:30,0,0,0.26065,,
Laura1_37_Pyrolysis_R1_T1,49,Laura1,37,Pyrolysis,R1,T1,5/3/21,15:30,0,0,0.277265,,
Laura1_37_Mix_R1_T1,61,Laura1,37,Mix,R1,T1,5/3/21,15:30,0,0,0.288819,,
Laura1_30_TPA_R2_T1,2,Laura1,30,TPA,R2,T1,5/3/21,15:30,0,0,0.290673,,
Laura1_30_Pyrolysis_R2_T1,14,Laura1,30,Pyrolysis,R2,T1,5/3/21,15:30,0,0,0.277016,,
Laura1_30_Mix_R2_T1,26,Laura1,30,Mix,R2,T1,5/3/21,15:30,0,0,0.272555,,
Laura1_37_TPA_R2_T1,38,Laura1,37,TPA,R2,T1,5/3/21,15:30,0,0,0.262951,,
Laura1_37_Pyrolysis_R2_T1,50,Laura1,37,Pyrolysis,R2,T1,5/3/21,15:30,0,0,0.299978,,
Laura1_37_Mix_R2_T1,62,Laura1,37,Mix,R2,T1,5/3/21,15:30,0,0,0.28603,,
Laura1_30_TPA_R3_T1,3,Laura1,30,TPA,R3,T1,5/3/21,15:30,0,0,0.256585,,
Laura1_30_Pyrolysis_R3_T1,15,Laura1,30,Pyrolysis,R3,T1,5/3/21,15:30,0,0,0.273016,,
Laura1_30_Mix_R3_T1,27,Laura1,30,Mix,R3,T1,5/3/21,15:30,0,0,0.278691,,
Laura1_37_TPA_R3_T1,39,Laura1,37,TPA,R3,T1,5/3/21,15:30,0,0,0.276995,,
Laura1_37_Pyrolysis_R3_T1,51,Laura1,37,Pyrolysis,R3,T1,5/3/21,15:30,0,0,0.265327,,
Laura1_37_Mix_R3_T1,63,Laura1,37,Mix,R3,T1,5/3/21,15:30,0,0,0.265179,,
Laura2_30_TPA_R1_T1,4,Laura2,30,TPA,R1,T1,5/3/21,15:30,0,0,0.286867,,
Laura2_30_Pyrolysis_R1_T1,16,Laura2,30,Pyrolysis,R1,T1,5/3/21,15:30,0,0,0.359518,,
Laura2_30_Mix_R1_T1,28,Laura2,30,Mix,R1,T1,5/3/21,15:30,0,0,0.305918,,
Laura2_37_TPA_R1_T1,40,Laura2,37,TPA,R1,T1,5/3/21,15:30,0,0,0.295723,,
Laura2_37_Pyrolysis_R1_T1,52,Laura2,37,Pyrolysis,R1,T1,5/3/21,15:30,0,0,0.276221,,
Laura2_37_Mix_R1_T1,64,Laura2,37,Mix,R1,T1,5/3/21,15:30,0,0,0.296391,,
Laura2_30_TPA_R2_T1,5,Laura2,30,TPA,R2,T1,5/3/21,15:30,0,0,0.276989,,
Laura2_30_Pyrolysis_R2_T1,17,Laura2,30,Pyrolysis,R2,T1,5/3/21,15:30,0,0,0.302803,,
Laura2_30_Mix_R2_T1,29,Laura2,30,Mix,R2,T1,5/3/21,15:30,0,0,0.289554,,
Laura2_37_TPA_R2_T1,41,Laura2,37,TPA,R2,T1,5/3/21,15:30,0,0,0.291978,,
Laura2_37_Pyrolysis_R2_T1,53,Laura2,37,Pyrolysis,R2,T1,5/3/21,15:30,0,0,0.295925,,
Laura2_37_Mix_R2_T1,65,Laura2,37,Mix,R2,T1,5/3/21,15:30,0,0,0.303242,,
Laura2_30_TPA_R3_T1,6,Laura2,30,TPA,R3,T1,5/3/21,15:30,0,0,0.297091,,
Laura2_30_Pyrolysis_R3_T1,18,Laura2,30,Pyrolysis,R3,T1,5/3/21,15:30,0,0,0.294764,,
Laura2_30_Mix_R3_T1,30,Laura2,30,Mix,R3,T1,5/3/21,15:30,0,0,0.301952,,
Laura2_37_TPA_R3_T1,42,Laura2,37,TPA,R3,T1,5/3/21,15:30,0,0,0.305725,,
Laura2_37_Pyrolysis_R3_T1,54,Laura2,37,Pyrolysis,R3,T1,5/3/21,15:30,0,0,0.270477,,
Laura2_37_Mix_R3_T1,66,Laura2,37,Mix,R3,T1,5/3/21,15:30,0,0,0.301388,,
Emma2_30_TPA_R1_T1,7,Emma2,30,TPA,R1,T1,5/3/21,15:30,0,0,0.191209,,
Emma2_30_Pyrolysis_R1_T1,19,Emma2,30,Pyrolysis,R1,T1,5/3/21,15:30,0,0,0.101767,,
Emma2_30_Mix_R1_T1,31,Emma2,30,Mix,R1,T1,5/3/21,15:30,0,0,0.163921,,
Emma2_37_TPA_R1_T1,43,Emma2,37,TPA,R1,T1,5/3/21,15:30,0,0,0.098847,,
Emma2_37_Pyrolysis_R1_T1,55,Emma2,37,Pyrolysis,R1,T1,5/3/21,15:30,0,0,0.184168,,
Emma2_37_Mix_R1_T1,67,Emma2,37,Mix,R1,T1,5/3/21,15:30,0,0,0.115529,,
Emma2_30_TPA_R2_T1,8,Emma2,30,TPA,R2,T1,5/3/21,15:30,0,0,0.091356,,
Emma2_30_Pyrolysis_R2_T1,20,Emma2,30,Pyrolysis,R2,T1,5/3/21,15:30,0,0,0.180822,,
Emma2_30_Mix_R2_T1,32,Emma2,30,Mix,R2,T1,5/3/21,15:30,0,0,0.154395,,
Emma2_37_TPA_R2_T1,44,Emma2,37,TPA,R2,T1,5/3/21,15:30,0,0,0.131916,,
Emma2_37_Pyrolysis_R2_T1,56,Emma2,37,Pyrolysis,R2,T1,5/3/21,15:30,0,0,0.139917,,
Emma2_37_Mix_R2_T1,68,Emma2,37,Mix,R2,T1,5/3/21,15:30,0,0,0.127937,,
Emma2_30_TPA_R3_T1,9,Emma2,30,TPA,R3,T1,5/3/21,15:30,0,0,0.109368,,
Emma2_30_Pyrolysis_R3_T1,21,Emma2,30,Pyrolysis,R3,T1,5/3/21,15:30,0,0,0.167683,,
Emma2_30_Mix_R3_T1,33,Emma2,30,Mix,R3,T1,5/3/21,15:30,0,0,0.151565,,
Emma2_37_TPA_R3_T1,45,Emma2,37,TPA,R3,T1,5/3/21,15:30,0,0,0.139573,,
Emma2_37_Pyrolysis_R3_T1,57,Emma2,37,Pyrolysis,R3,T1,5/3/21,15:30,0,0,0.181228,,
Emma2_37_Mix_R3_T1,69,Emma2,37,Mix,R3,T1,5/3/21,15:30,0,0,0.168034,,
Blank_30_TPA_R1_T1,10,Blank,30,TPA,R1,T1,5/3/21,15:30,0,0,0.105429,,
Blank_30_Pyrolysis_R1_T1,22,Blank,30,Pyrolysis,R1,T1,5/3/21,15:30,0,0,0.106628,,
Blank_30_Mix_R1_T1,34,Blank,30,Mix,R1,T1,5/3/21,15:30,0,0,0.10413,,
Blank_37_TPA_R1_T1,46,Blank,37,TPA,R1,T1,5/3/21,15:30,0,0,0.100229,,
Blank_37_Pyrolysis_R1_T1,58,Blank,37,Pyrolysis,R1,T1,5/3/21,15:30,0,0,0.100291,,
Blank_37_Mix_R1_T1,70,Blank,37,Mix,R1,T1,5/3/21,15:30,0,0,0.10998,,
Blank_30_TPA_R2_T1,11,Blank,30,TPA,R2,T1,5/3/21,15:30,0,0,0.093128,,
Blank_30_Pyrolysis_R2_T1,23,Blank,30,Pyrolysis,R2,T1,5/3/21,15:30,0,0,0.119279,,
Blank_30_Mix_R2_T1,35,Blank,30,Mix,R2,T1,5/3/21,15:30,0,0,0.103308,,
Blank_37_TPA_R2_T1,47,Blank,37,TPA,R2,T1,5/3/21,15:30,0,0,0.110423,,
Blank_37_Pyrolysis_R2_T1,59,Blank,37,Pyrolysis,R2,T1,5/3/21,15:30,0,0,0.116278,,
Blank_37_Mix_R2_T1,71,Blank,37,Mix,R2,T1,5/3/21,15:30,0,0,0.109499,,
Blank_30_TPA_R3_T1,12,Blank,30,TPA,R3,T1,5/3/21,15:30,0,0,0.097208,,
Blank_30_Pyrolysis_R3_T1,24,Blank,30,Pyrolysis,R3,T1,5/3/21,15:30,0,0,0.09783,,
Blank_30_Mix_R3_T1,36,Blank,30,Mix,R3,T1,5/3/21,15:30,0,0,0.108461,,
Blank_37_TPA_R3_T1,48,Blank,37,TPA,R3,T1,5/3/21,15:30,0,0,0.113669,,
Blank_37_Pyrolysis_R3_T1,60,Blank,37,Pyrolysis,R3,T1,5/3/21,15:30,0,0,0.102651,,
Blank_37_Mix_R3_T1,72,Blank,37,Mix,R3,T1,5/3/21,15:30,0,0,0.098235,,
Laura1_30_TPA_R1_T2,1,Laura1,30,TPA,R1,T2,5/4/21,9:34,1084,18.1,0.458,,
Laura1_30_Pyrolysis_R1_T2,13,Laura1,30,Pyrolysis,R1,T2,5/4/21,9:34,1084,18.1,0.372,,
Laura1_30_Mix_R1_T2,25,Laura1,30,Mix,R1,T2,5/4/21,9:34,1084,18.1,0.432,,
Laura1_37_TPA_R1_T2,37,Laura1,37,TPA,R1,T2,5/4/21,9:34,1084,18.1,0.6,,
Laura1_37_Pyrolysis_R1_T2,49,Laura1,37,Pyrolysis,R1,T2,5/4/21,9:34,1084,18.1,0.418,,
Laura1_37_Mix_R1_T2,61,Laura1,37,Mix,R1,T2,5/4/21,9:34,1084,18.1,0.376,,
Laura1_30_TPA_R2_T2,2,Laura1,30,TPA,R2,T2,5/4/21,9:34,1084,18.1,0.372,,
Laura1_30_Pyrolysis_R2_T2,14,Laura1,30,Pyrolysis,R2,T2,5/4/21,9:34,1084,18.1,0.819,,
Laura1_30_Mix_R2_T2,26,Laura1,30,Mix,R2,T2,5/4/21,9:34,1084,18.1,1.034,,
Laura1_37_TPA_R2_T2,38,Laura1,37,TPA,R2,T2,5/4/21,9:34,1084,18.1,0.588,,
Laura1_37_Pyrolysis_R2_T2,50,Laura1,37,Pyrolysis,R2,T2,5/4/21,9:34,1084,18.1,0.64,,
Laura1_37_Mix_R2_T2,62,Laura1,37,Mix,R2,T2,5/4/21,9:34,1084,18.1,0.281,,
Laura1_30_TPA_R3_T2,3,Laura1,30,TPA,R3,T2,5/4/21,9:34,1084,18.1,0.418,,
Laura1_30_Pyrolysis_R3_T2,15,Laura1,30,Pyrolysis,R3,T2,5/4/21,9:34,1084,18.1,0.481,,
Laura1_30_Mix_R3_T2,27,Laura1,30,Mix,R3,T2,5/4/21,9:34,1084,18.1,0.291,,
Laura1_37_TPA_R3_T2,39,Laura1,37,TPA,R3,T2,5/4/21,9:34,1084,18.1,0.567,,
Laura1_37_Pyrolysis_R3_T2,51,Laura1,37,Pyrolysis,R3,T2,5/4/21,9:34,1084,18.1,0.508,,
Laura1_37_Mix_R3_T2,63,Laura1,37,Mix,R3,T2,5/4/21,9:34,1084,18.1,0.737,,
Laura2_30_TPA_R1_T2,4,Laura2,30,TPA,R1,T2,5/4/21,9:34,1084,18.1,0.475,,
Laura2_30_Pyrolysis_R1_T2,16,Laura2,30,Pyrolysis,R1,T2,5/4/21,9:34,1084,18.1,0.54,,
Laura2_30_Mix_R1_T2,28,Laura2,30,Mix,R1,T2,5/4/21,9:34,1084,18.1,0.719,,
Laura2_37_TPA_R1_T2,40,Laura2,37,TPA,R1,T2,5/4/21,9:34,1084,18.1,0.632,,
Laura2_37_Pyrolysis_R1_T2,52,Laura2,37,Pyrolysis,R1,T2,5/4/21,9:34,1084,18.1,0.389,,
Laura2_37_Mix_R1_T2,64,Laura2,37,Mix,R1,T2,5/4/21,9:34,1084,18.1,0.39,,
Laura2_30_TPA_R2_T2,5,Laura2,30,TPA,R2,T2,5/4/21,9:34,1084,18.1,0.595,,
Laura2_30_Pyrolysis_R2_T2,17,Laura2,30,Pyrolysis,R2,T2,5/4/21,9:34,1084,18.1,0.249,,
Laura2_30_Mix_R2_T2,29,Laura2,30,Mix,R2,T2,5/4/21,9:34,1084,18.1,0.329,,
Laura2_37_TPA_R2_T2,41,Laura2,37,TPA,R2,T2,5/4/21,9:34,1084,18.1,0.613,,
Laura2_37_Pyrolysis_R2_T2,53,Laura2,37,Pyrolysis,R2,T2,5/4/21,9:34,1084,18.1,0.738,,
Laura2_37_Mix_R2_T2,65,Laura2,37,Mix,R2,T2,5/4/21,9:34,1084,18.1,1.228,,
Laura2_30_TPA_R3_T2,6,Laura2,30,TPA,R3,T2,5/4/21,9:34,1084,18.1,0.649,,
Laura2_30_Pyrolysis_R3_T2,18,Laura2,30,Pyrolysis,R3,T2,5/4/21,9:34,1084,18.1,0.689,,
Laura2_30_Mix_R3_T2,30,Laura2,30,Mix,R3,T2,5/4/21,9:34,1084,18.1,1.234,,
Laura2_37_TPA_R3_T2,42,Laura2,37,TPA,R3,T2,5/4/21,9:34,1084,18.1,0.519,,
Laura2_37_Pyrolysis_R3_T2,54,Laura2,37,Pyrolysis,R3,T2,5/4/21,9:34,1084,18.1,0.474,,
Laura2_37_Mix_R3_T2,66,Laura2,37,Mix,R3,T2,5/4/21,9:34,1084,18.1,0.661,,
Emma2_30_TPA_R1_T2,7,Emma2,30,TPA,R1,T2,5/4/21,9:34,1084,18.1,0.369,,
Emma2_30_Pyrolysis_R1_T2,19,Emma2,30,Pyrolysis,R1,T2,5/4/21,9:34,1084,18.1,0.726,,
Emma2_30_Mix_R1_T2,31,Emma2,30,Mix,R1,T2,5/4/21,9:34,1084,18.1,0.368,,
Emma2_37_TPA_R1_T2,43,Emma2,37,TPA,R1,T2,5/4/21,9:34,1084,18.1,0.692,,
Emma2_37_Pyrolysis_R1_T2,55,Emma2,37,Pyrolysis,R1,T2,5/4/21,9:34,1084,18.1,0.169,,
Emma2_37_Mix_R1_T2,67,Emma2,37,Mix,R1,T2,5/4/21,9:34,1084,18.1,0.277,,
Emma2_30_TPA_R2_T2,8,Emma2,30,TPA,R2,T2,5/4/21,9:34,1084,18.1,0.501,,
Emma2_30_Pyrolysis_R2_T2,20,Emma2,30,Pyrolysis,R2,T2,5/4/21,9:34,1084,18.1,0.195,,
Emma2_30_Mix_R2_T2,32,Emma2,30,Mix,R2,T2,5/4/21,9:34,1084,18.1,0.496,,
Emma2_37_TPA_R2_T2,44,Emma2,37,TPA,R2,T2,5/4/21,9:34,1084,18.1,0.422,,
Emma2_37_Pyrolysis_R2_T2,56,Emma2,37,Pyrolysis,R2,T2,5/4/21,9:34,1084,18.1,0.335,,
Emma2_37_Mix_R2_T2,68,Emma2,37,Mix,R2,T2,5/4/21,9:34,1084,18.1,0.34,,
Emma2_30_TPA_R3_T2,9,Emma2,30,TPA,R3,T2,5/4/21,9:34,1084,18.1,0.617,,
Emma2_30_Pyrolysis_R3_T2,21,Emma2,30,Pyrolysis,R3,T2,5/4/21,9:34,1084,18.1,0.273,,
Emma2_30_Mix_R3_T2,33,Emma2,30,Mix,R3,T2,5/4/21,9:34,1084,18.1,0.439,,
Emma2_37_TPA_R3_T2,45,Emma2,37,TPA,R3,T2,5/4/21,9:34,1084,18.1,0.519,,
Emma2_37_Pyrolysis_R3_T2,57,Emma2,37,Pyrolysis,R3,T2,5/4/21,9:34,1084,18.1,0.138,,
Emma2_37_Mix_R3_T2,69,Emma2,37,Mix,R3,T2,5/4/21,9:34,1084,18.1,0.453,,
Blank_30_TPA_R1_T2,10,Blank,30,TPA,R1,T2,5/4/21,9:34,1084,18.1,0.078,,
Blank_30_Pyrolysis_R1_T2,22,Blank,30,Pyrolysis,R1,T2,5/4/21,9:34,1084,18.1,0.225,,
Blank_30_Mix_R1_T2,34,Blank,30,Mix,R1,T2,5/4/21,9:34,1084,18.1,0.157,,
Blank_37_TPA_R1_T2,46,Blank,37,TPA,R1,T2,5/4/21,9:34,1084,18.1,0.09,,
Blank_37_Pyrolysis_R1_T2,58,Blank,37,Pyrolysis,R1,T2,5/4/21,9:34,1084,18.1,0.085,,
Blank_37_Mix_R1_T2,70,Blank,37,Mix,R1,T2,5/4/21,9:34,1084,18.1,0.162,,
Blank_30_TPA_R2_T2,11,Blank,30,TPA,R2,T2,5/4/21,9:34,1084,18.1,0.074,,
Blank_30_Pyrolysis_R2_T2,23,Blank,30,Pyrolysis,R2,T2,5/4/21,9:34,1084,18.1,0.134,,
Blank_30_Mix_R2_T2,35,Blank,30,Mix,R2,T2,5/4/21,9:34,1084,18.1,0.099,,
Blank_37_TPA_R2_T2,47,Blank,37,TPA,R2,T2,5/4/21,9:34,1084,18.1,0.068,,
Blank_37_Pyrolysis_R2_T2,59,Blank,37,Pyrolysis,R2,T2,5/4/21,9:34,1084,18.1,0.085,,
Blank_37_Mix_R2_T2,71,Blank,37,Mix,R2,T2,5/4/21,9:34,1084,18.1,0.08,,
Blank_30_TPA_R3_T2,12,Blank,30,TPA,R3,T2,5/4/21,9:34,1084,18.1,0.071,,
Blank_30_Pyrolysis_R3_T2,24,Blank,30,Pyrolysis,R3,T2,5/4/21,9:34,1084,18.1,0.141,,
Blank_30_Mix_R3_T2,36,Blank,30,Mix,R3,T2,5/4/21,9:34,1084,18.1,0.133,,
Blank_37_TPA_R3_T2,48,Blank,37,TPA,R3,T2,5/4/21,9:34,1084,18.1,0.072,,
Blank_37_Pyrolysis_R3_T2,60,Blank,37,Pyrolysis,R3,T2,5/4/21,9:34,1084,18.1,0.126,,
Blank_37_Mix_R3_T2,72,Blank,37,Mix,R3,T2,5/4/21,9:34,1084,18.1,0.105,,
Laura1_30_TPA_R1_T3,1,Laura1,30,TPA,R1,T3,5/4/21,15:46,1456,24.3,0.537,,
Laura1_30_Pyrolysis_R1_T3,13,Laura1,30,Pyrolysis,R1,T3,5/4/21,15:46,1456,24.3,0.395,,
Laura1_30_Mix_R1_T3,25,Laura1,30,Mix,R1,T3,5/4/21,15:46,1456,24.3,0.429,,
Laura1_37_TPA_R1_T3,37,Laura1,37,TPA,R1,T3,5/4/21,15:46,1456,24.3,0.687,,
Laura1_37_Pyrolysis_R1_T3,49,Laura1,37,Pyrolysis,R1,T3,5/4/21,15:46,1456,24.3,0.476,,
Laura1_37_Mix_R1_T3,61,Laura1,37,Mix,R1,T3,5/4/21,15:46,1456,24.3,0.474,,
Laura1_30_TPA_R2_T3,2,Laura1,30,TPA,R2,T3,5/4/21,15:46,1456,24.3,0.421,,
Laura1_30_Pyrolysis_R2_T3,14,Laura1,30,Pyrolysis,R2,T3,5/4/21,15:46,1456,24.3,0.546,,
Laura1_30_Mix_R2_T3,26,Laura1,30,Mix,R2,T3,5/4/21,15:46,1456,24.3,0.858,,
Laura1_37_TPA_R2_T3,38,Laura1,37,TPA,R2,T3,5/4/21,15:46,1456,24.3,0.675,,
Laura1_37_Pyrolysis_R2_T3,50,Laura1,37,Pyrolysis,R2,T3,5/4/21,15:46,1456,24.3,0.253,,
Laura1_37_Mix_R2_T3,62,Laura1,37,Mix,R2,T3,5/4/21,15:46,1456,24.3,0.223,,
Laura1_30_TPA_R3_T3,3,Laura1,30,TPA,R3,T3,5/4/21,15:46,1456,24.3,0.506,,
Laura1_30_Pyrolysis_R3_T3,15,Laura1,30,Pyrolysis,R3,T3,5/4/21,15:46,1456,24.3,0.279,,
Laura1_30_Mix_R3_T3,27,Laura1,30,Mix,R3,T3,5/4/21,15:46,1456,24.3,0.309,,
Laura1_37_TPA_R3_T3,39,Laura1,37,TPA,R3,T3,5/4/21,15:46,1456,24.3,0.658,,
Laura1_37_Pyrolysis_R3_T3,51,Laura1,37,Pyrolysis,R3,T3,5/4/21,15:46,1456,24.3,0.57,,
Laura1_37_Mix_R3_T3,63,Laura1,37,Mix,R3,T3,5/4/21,15:46,1456,24.3,0.895,,
Laura2_30_TPA_R1_T3,4,Laura2,30,TPA,R1,T3,5/4/21,15:46,1456,24.3,0.522,,
Laura2_30_Pyrolysis_R1_T3,16,Laura2,30,Pyrolysis,R1,T3,5/4/21,15:46,1456,24.3,0.446,,
Laura2_30_Mix_R1_T3,28,Laura2,30,Mix,R1,T3,5/4/21,15:46,1456,24.3,0.972,,
Laura2_37_TPA_R1_T3,40,Laura2,37,TPA,R1,T3,5/4/21,15:46,1456,24.3,0.723,,
Laura2_37_Pyrolysis_R1_T3,52,Laura2,37,Pyrolysis,R1,T3,5/4/21,15:46,1456,24.3,0.626,,
Laura2_37_Mix_R1_T3,64,Laura2,37,Mix,R1,T3,5/4/21,15:46,1456,24.3,0.549,,
Laura2_30_TPA_R2_T3,5,Laura2,30,TPA,R2,T3,5/4/21,15:46,1456,24.3,0.767,,
Laura2_30_Pyrolysis_R2_T3,17,Laura2,30,Pyrolysis,R2,T3,5/4/21,15:46,1456,24.3,0.351,,
Laura2_30_Mix_R2_T3,29,Laura2,30,Mix,R2,T3,5/4/21,15:46,1456,24.3,0.398,,
Laura2_37_TPA_R2_T3,41,Laura2,37,TPA,R2,T3,5/4/21,15:46,1456,24.3,0.682,,
Laura2_37_Pyrolysis_R2_T3,53,Laura2,37,Pyrolysis,R2,T3,5/4/21,15:46,1456,24.3,0.856,,
Laura2_37_Mix_R2_T3,65,Laura2,37,Mix,R2,T3,5/4/21,15:46,1456,24.3,1.422,,
Laura2_30_TPA_R3_T3,6,Laura2,30,TPA,R3,T3,5/4/21,15:46,1456,24.3,0.74,,
Laura2_30_Pyrolysis_R3_T3,18,Laura2,30,Pyrolysis,R3,T3,5/4/21,15:46,1456,24.3,0.753,,
Laura2_30_Mix_R3_T3,30,Laura2,30,Mix,R3,T3,5/4/21,15:46,1456,24.3,0.909,,
Laura2_37_TPA_R3_T3,42,Laura2,37,TPA,R3,T3,5/4/21,15:46,1456,24.3,0.609,,
Laura2_37_Pyrolysis_R3_T3,54,Laura2,37,Pyrolysis,R3,T3,5/4/21,15:46,1456,24.3,0.617,,
Laura2_37_Mix_R3_T3,66,Laura2,37,Mix,R3,T3,5/4/21,15:46,1456,24.3,0.536,,
Emma2_30_TPA_R1_T3,7,Emma2,30,TPA,R1,T3,5/4/21,15:46,1456,24.3,0.526,,
Emma2_30_Pyrolysis_R1_T3,19,Emma2,30,Pyrolysis,R1,T3,5/4/21,15:46,1456,24.3,0.386,,
Emma2_30_Mix_R1_T3,31,Emma2,30,Mix,R1,T3,5/4/21,15:46,1456,24.3,0.425,,
Emma2_37_TPA_R1_T3,43,Emma2,37,TPA,R1,T3,5/4/21,15:46,1456,24.3,0.488,,
Emma2_37_Pyrolysis_R1_T3,55,Emma2,37,Pyrolysis,R1,T3,5/4/21,15:46,1456,24.3,0.269,,
Emma2_37_Mix_R1_T3,67,Emma2,37,Mix,R1,T3,5/4/21,15:46,1456,24.3,0.261,,
Emma2_30_TPA_R2_T3,8,Emma2,30,TPA,R2,T3,5/4/21,15:46,1456,24.3,0.707,,
Emma2_30_Pyrolysis_R2_T3,20,Emma2,30,Pyrolysis,R2,T3,5/4/21,15:46,1456,24.3,0.894,,
Emma2_30_Mix_R2_T3,32,Emma2,30,Mix,R2,T3,5/4/21,15:46,1456,24.3,0.389,,
Emma2_37_TPA_R2_T3,44,Emma2,37,TPA,R2,T3,5/4/21,15:46,1456,24.3,0.876,,
Emma2_37_Pyrolysis_R2_T3,56,Emma2,37,Pyrolysis,R2,T3,5/4/21,15:46,1456,24.3,0.467,,
Emma2_37_Mix_R2_T3,68,Emma2,37,Mix,R2,T3,5/4/21,15:46,1456,24.3,0.328,,
Emma2_30_TPA_R3_T3,9,Emma2,30,TPA,R3,T3,5/4/21,15:46,1456,24.3,0.601,,
Emma2_30_Pyrolysis_R3_T3,21,Emma2,30,Pyrolysis,R3,T3,5/4/21,15:46,1456,24.3,0.908,,
Emma2_30_Mix_R3_T3,33,Emma2,30,Mix,R3,T3,5/4/21,15:46,1456,24.3,0.509,,
Emma2_37_TPA_R3_T3,45,Emma2,37,TPA,R3,T3,5/4/21,15:46,1456,24.3,0.683,,
Emma2_37_Pyrolysis_R3_T3,57,Emma2,37,Pyrolysis,R3,T3,5/4/21,15:46,1456,24.3,0.325,,
Emma2_37_Mix_R3_T3,69,Emma2,37,Mix,R3,T3,5/4/21,15:46,1456,24.3,0.723,,
Blank_30_TPA_R1_T3,10,Blank,30,TPA,R1,T3,5/4/21,15:46,1456,24.3,0.085,,
Blank_30_Pyrolysis_R1_T3,22,Blank,30,Pyrolysis,R1,T3,5/4/21,15:46,1456,24.3,0.281,,
Blank_30_Mix_R1_T3,34,Blank,30,Mix,R1,T3,5/4/21,15:46,1456,24.3,0.189,,
Blank_37_TPA_R1_T3,46,Blank,37,TPA,R1,T3,5/4/21,15:46,1456,24.3,0.095,,
Blank_37_Pyrolysis_R1_T3,58,Blank,37,Pyrolysis,R1,T3,5/4/21,15:46,1456,24.3,0.174,,
Blank_37_Mix_R1_T3,70,Blank,37,Mix,R1,T3,5/4/21,15:46,1456,24.3,0.262,,
Blank_30_TPA_R2_T3,11,Blank,30,TPA,R2,T3,5/4/21,15:46,1456,24.3,0.084,,
Blank_30_Pyrolysis_R2_T3,23,Blank,30,Pyrolysis,R2,T3,5/4/21,15:46,1456,24.3,0.161,,
Blank_30_Mix_R2_T3,35,Blank,30,Mix,R2,T3,5/4/21,15:46,1456,24.3,0.093,,
Blank_37_TPA_R2_T3,47,Blank,37,TPA,R2,T3,5/4/21,15:46,1456,24.3,0.08,,
Blank_37_Pyrolysis_R2_T3,59,Blank,37,Pyrolysis,R2,T3,5/4/21,15:46,1456,24.3,0.217,,
Blank_37_Mix_R2_T3,71,Blank,37,Mix,R2,T3,5/4/21,15:46,1456,24.3,0.149,,
Blank_30_TPA_R3_T3,12,Blank,30,TPA,R3,T3,5/4/21,15:46,1456,24.3,0.091,,
Blank_30_Pyrolysis_R3_T3,24,Blank,30,Pyrolysis,R3,T3,5/4/21,15:46,1456,24.3,0.153,,
Blank_30_Mix_R3_T3,36,Blank,30,Mix,R3,T3,5/4/21,15:46,1456,24.3,0.228,,
Blank_37_TPA_R3_T3,48,Blank,37,TPA,R3,T3,5/4/21,15:46,1456,24.3,0.079,,
Blank_37_Pyrolysis_R3_T3,60,Blank,37,Pyrolysis,R3,T3,5/4/21,15:46,1456,24.3,0.203,,
Blank_37_Mix_R3_T3,72,Blank,37,Mix,R3,T3,5/4/21,15:46,1456,24.3,0.091,,
Laura1_30_TPA_R1_T4,1,Laura1,30,TPA,R1,T4,5/5/21,12:00,2670,44.5,0.774742,,
Laura1_30_Pyrolysis_R1_T4,13,Laura1,30,Pyrolysis,R1,T4,5/5/21,12:00,2670,44.5,0.402599,,
Laura1_30_Mix_R1_T4,25,Laura1,30,Mix,R1,T4,5/5/21,12:00,2670,44.5,0.382896,,
Laura1_37_TPA_R1_T4,37,Laura1,37,TPA,R1,T4,5/5/21,12:00,2670,44.5,1.258845,,
Laura1_37_Pyrolysis_R1_T4,49,Laura1,37,Pyrolysis,R1,T4,5/5/21,12:00,2670,44.5,0.649974,,
Laura1_37_Mix_R1_T4,61,Laura1,37,Mix,R1,T4,5/5/21,12:00,2670,44.5,0.82514,,
Laura1_30_TPA_R2_T4,2,Laura1,30,TPA,R2,T4,5/5/21,12:00,2670,44.5,0.572331,,
Laura1_30_Pyrolysis_R2_T4,14,Laura1,30,Pyrolysis,R2,T4,5/5/21,12:00,2670,44.5,0.40483,,
Laura1_30_Mix_R2_T4,26,Laura1,30,Mix,R2,T4,5/5/21,12:00,2670,44.5,0.896187,,
Laura1_37_TPA_R2_T4,38,Laura1,37,TPA,R2,T4,5/5/21,12:00,2670,44.5,1.111097,,
Laura1_37_Pyrolysis_R2_T4,50,Laura1,37,Pyrolysis,R2,T4,5/5/21,12:00,2670,44.5,0.453899,,
Laura1_37_Mix_R2_T4,62,Laura1,37,Mix,R2,T4,5/5/21,12:00,2670,44.5,0.390902,,
